start	end	text
43627087	43649753	from that hip flexor all the way down towards the top of my thigh so i'm getting my whole quad in this one and if you can't get down to the quad muscles around your knee then start here and finish and then you would scoot up and then just focus on those lower quad muscles down around the knee
43649733	43651497	Our next one is going to be for the adductors.
43651517	43652639	That's the inside of the leg.
43652820	43654563	So a lot of different ways that we can do this.
43654884	43668653	The way that I like to go is I like to just turn that roller here, come in a plank position, bring this foot up, and I'm just rolling from the inside of the top of the knee all the way up through the groin area.
43670422	43677232	So we could go bent leg there or we could go straight leg there for a little bit deeper of a roll.
43677432	43680998	So after we're done with the foam rolling circuit, I like to get out a lacrosse ball.
43681298	43684563	You could use a golf ball, a baseball, anything hard.
43685104	43687808	And I'm just gonna really dig into that heel.
43687848	43689490	So I'm gonna apply some pressure in there.
43689811	43693637	I'm gonna go from the heel all the way down through the ball of the foot.
43694077	43697222	And I'm gonna really loosen up that fascia.
43697202	43705049	A lot of times our fascia of the feet take a lot of excess stress because we're on our feet all day, we're moving, we're cutting, we're jumping.
43705390	43708092	We got to really start to loosen that up.
43709694	43714258	Now after that, it's optional if you want to go up and work on the smaller muscles of the hip.
43714498	43718001	You can work on the smaller muscles of the shoulder up against a wall if you'd like to.
43718762	43723206	I just want to make sure that we get that foam roll circuit and we get that lacrosse ball on the feet.
43723586	43725268	Everything else is extra credit.
43728337	43732083	So the first thing we're gonna do for our dynamic warmup is stationary skips.
43732363	43734947	Now for all of these, you can take them on the move if you want.
43735007	43738973	For right now, I'm just gonna do them stationary just in case you don't have much room.
43739474	43746244	So we're just going up with the right, up with the left, just like we're running, and vice versa on that other side.
43746224	43750069	All right, I'm staying stiff with the feet, so I'm not letting my heel collapse.
43750109	43751491	I want to stay on the ball of the foot.
43751911	43755035	And I'm just going to go about 50% of my max speed.
43755376	43756837	I'm not going too fast yet.
43757118	43759321	We're going to go for 30 seconds on the skips.
43759541	43764087	For the seal jacks, it's basically like a jumping jack, except I'm going to coordinate arms with the legs.
43764107	43768272	So I'm going to go over with the right and over with the right hand at the same time.
43768693	43772217	Back to neutral, over with the left, over with the left hand.
43772557	43774560	And then I'm just going to speed that up.
43774540	43776803	I'm gonna get a good little rhythm going here.
43777424	43782450	Maybe somewhere between 30 and 50% of your max speed, so we're not all out.
43782911	43784492	We're just getting that blood flowing.
43784773	43786135	We're gonna go for 30 seconds.
43786295	43790640	For the over-under hamstring stretch, I'm just gonna go over with the left leg.
43790981	43792803	I'm gonna come down, touch the toe.
43792843	43797589	Now, if you can't touch the toe without rounding the back, then just go mid-shin or even to the knees.
43797849	43802455	Just as low as we can, but we don't want to go to the point where we have to round our back.
43802435	43810150	Okay, so I'm gonna get down, touch my toes, back to neutral, and then I cross over the other way, and I'm going the other side.
43813792	43818158	All right, we're going to go five over and back, so it's 10 total touches.
43818379	43823707	For the quad hamstring leans, I'm just going to go into a quad stretch, so I'm going to pull my right foot up.
43823987	43829215	I want to make sure that my heel is touching my hip in that position, and I'm not out like this.
43829295	43830537	I'm keeping that knee in.
43830957	43838989	Now from there, I'm going to keep the left knee straight, and I'm just going to go into a lean as low as I can.
43838969	43860825	so i'm getting a really good stretch in the quad by going down and getting my knee back i'm getting it into the hip flexor a little bit more and i'm getting this hamstring a good stretch and i'm also working on my balance at the same time i'm going to go five leans and then i'm going to switch over five leans on the other side for the hip opener we're going to go push up position
43861717	43865364	I'm going to go left leg up outside this left hand.
43865785	43868169	Now from here, I'm just going to rotate up and hold.
43868209	43870233	One, two, three.
43870293	43872577	Now I'm going to go elbow down towards the floor.
43872898	43874922	We might not be able to touch the elbow to the ground.
43874962	43875543	That's okay.
43875883	43877466	Let's just get as low as we can there.
43877947	43878949	One, two, three.
43878929	43880633	three, and back up.
43880693	43882697	So three there, three there.
43883018	43889311	I'm gonna go five cycles, and then I'm gonna switch to the other side, five and five, same thing.
